8376	2732	85
11757	2732	30
14930	1957	53
11720	3241	48
14695	2566	2
9524	2918	78
14265	1491	8
8254	1873	92
13143	3272	16
8474	1505	43
11910	1235	43
9186	2396	35
9240	3790	16
13880	2483	38
9774	2758	66
12220	3677	30
10064	1615	95
13438	1975	41
14112	1052	28
14455	3407	79
9058	3767	16
8770	3919	64
8394	3361	7
12524	1121	68
12614	1164	64
12711	3349	68
9895	1395	83
13934	3319	92
11113	3345	72
8164	1889	44
8514	1765	14
10370	3067	55
9687	1430	59
8157	2640	11
9719	2946	17
10002	1353	27
13232	1600	24
12071	2954	65
14686	1910	16
9311	2996	19
14407	1098	48
12263	2719	75
12070	1961	36
8681	2296	62
8642	1745	57
13319	2807	13
13591	1476	64
11382	1828	11
