13721	1440	80
12481	3162	8
14448	2422	52
12521	3020	9
8854	3010	54
13740	2422	93
10870	3455	44
12307	3145	72
13297	1208	27
14095	1107	80
10090	2391	48
12710	3838	33
9868	1640	37
11068	1785	33
12350	3567	24
8394	3251	74
12437	1208	28
10136	1340	45
11497	1605	42
8617	3651	63
13579	1151	43
12955	2042	21
12060	2347	70
9554	2659	26
12194	3915	54
8823	3982	82
11577	3101	32
11542	1710	92
11808	3981	34
8236	1520	71
14306	1536	33
13084	2924	21
14295	3741	49
8194	2429	30
8312	2236	50
8180	3118	15
14352	2146	21
12010	2732	19
10322	1873	78
11303	1491	35
14018	2639	27
14863	1963	37
14518	3619	33
10419	1655	9
10454	2450	23
8125	2384	79
11149	2555	29
9457	1379	76
11751	1984	58
