14093	2299	21
13363	3635	57
12095	1936	87
8915	3793	30
11555	3542	91
8434	2925	42
11950	2104	39
9210	2604	72
12287	2883	3
10009	1586	48
12102	1142	44
12394	1077	44
13412	1332	55
10974	2906	59
8774	2235	91
14971	2866	20
12880	3920	20
8346	2605	10
11874	3093	86
11203	1461	25
12020	1894	12
10887	2634	85
13952	3641	79
11512	1867	51
14021	1418	70
13568	1186	13
13590	2850	2
13744	2770	22
10110	2609	50
10507	1223	32
11867	1946	91
10212	3552	33
11443	3095	83
8497	1436	71
10633	1586	66
12669	1568	39
10503	3274	61
13427	2977	52
9714	3261	68
14262	1333	2
10593	2476	77
11453	3849	93
12014	2632	29
10767	1911	36
9791	3183	46
9848	2333	39
11767	2904	34
8819	1001	31
12851	3332	63
