12792	1365	69
13523	2528	35
14388	2094	76
13495	3469	47
8907	2014	58
10451	3592	3
11388	2274	30
8733	2174	59
8848	1839	20
13162	3552	16
14975	2269	37
10456	3609	56
13798	3922	55
14012	1395	15
11060	3703	5
14819	2884	10
11766	1828	68
8877	1694	16
11553	2740	70
8777	3003	23
9097	1525	50
12419	3366	39
8774	3337	46
8161	2565	85
11078	2876	29
9060	3003	48
12013	1441	63
8725	1598	56
11139	3614	19
9522	3530	29
13946	3152	30
10407	3106	91
12429	3418	12
12461	3591	81
12371	2545	72
13747	3057	58
14066	2068	87
9678	2613	50
12045	1159	93
14578	1548	88
9460	3680	89
9253	1521	77
12087	1287	88
