14929	1845	81
11272	3781	28
13051	1301	35
10422	3674	23
8739	1108	76
8882	3869	46
12133	3533	72
8392	2713	40
9660	2258	64
13528	1508	5
12853	2418	84
10917	1331	68
12501	3989	63
8647	2108	44
11262	1309	6
12054	1255	16
14803	2682	78
8312	2000	44
8824	3801	68
11041	1691	49
12260	3796	89
10224	2958	41
10501	3067	89
8594	2449	92
13715	2494	46
10068	2770	45
10539	2974	33
11625	3454	59
9566	2946	15
10943	1896	18
14970	1625	73
9063	2452	43
11670	1444	44
12397	1665	39
9577	3661	9
13975	1685	80
14841	3467	34
9702	1215	55
9212	1271	12
10254	1282	2
9955	3811	38
13244	1268	27
9360	2994	3
8262	3314	43
8122	3204	43
