14427	1694	5
10676	3850	65
14746	1326	51
10969	3410	34
14555	2860	90
11711	3723	63
11527	2724	15
12941	1405	23
8594	2523	13
10443	3035	21
11377	3372	83
13576	3077	20
13157	2136	38
12321	2553	4
12514	1096	83
11193	1903	68
14636	3404	71
10503	1813	63
13172	1637	11
13622	1892	43
11853	2844	42
10231	3826	3
11312	1419	89
13228	3381	51
9838	3660	7
8776	1183	11
10547	2886	21
10923	2203	84
11295	1374	50
9530	1173	47
8709	3801	9
14611	1200	86
12195	1978	10
13992	3950	17
13426	1603	2
9485	1285	38
12156	2884	16
14956	2318	64
9649	1398	22
11873	3544	78
11449	1763	9
11133	2936	82
11131	1955	79
9076	2535	71
8086	2524	62
8318	2928	20
