12265	1636	38
11476	1727	91
14107	1340	45
8061	1372	13
9997	1145	35
13064	1098	62
13325	3204	47
14788	3071	24
12009	2279	36
10836	2068	89
9994	3299	36
13917	3690	45
14424	1006	27
12253	3025	67
8027	1790	54
14902	2694	22
11491	2863	24
13411	3629	81
11109	2919	51
8992	3772	78
12088	2402	73
11728	3172	35
13282	2320	16
14290	3418	4
10626	1459	7
13457	3897	42
12808	2761	83
9046	3720	71
12832	2536	85
11635	2203	26
14582	3328	9
11183	1070	21
14598	2414	52
9386	1694	13
8474	2801	78
9488	2193	69
13533	2994	65
8663	2365	33
14681	2304	54
8157	3527	21
11275	1705	5
14268	3875	4
14666	3762	14
13966	3512	48
14215	2466	35
13160	1245	30
14437	2433	12
