11271	3989	4
11257	2383	31
8945	2218	31
13242	1191	41
13691	3926	46
11421	3751	38
8223	2328	87
12137	1452	95
13327	2693	55
11522	2539	49
12431	1974	33
11361	1054	50
14849	1042	36
11354	2390	36
10945	2502	67
9575	2995	87
8410	2605	19
13471	3666	88
13541	3630	81
8213	3113	86
13220	2896	85
13642	1347	71
8600	1998	91
14684	2531	86
8152	2658	94
11789	1510	63
10099	2608	86
12589	2333	93
10259	3555	43
10885	3066	15
12709	3844	31
11269	3201	80
11320	2844	38
14682	1417	33
14682	1311	4
9949	3279	33
14617	1751	68
9367	3192	17
