14627	1357	59
10424	1293	45
10012	3152	67
8180	1998	29
9379	1401	63
8114	1824	67
13759	3819	87
14045	3207	78
8191	3960	14
12222	1283	94
10144	1666	14
8002	3900	80
10205	1477	70
12333	2499	88
9846	3907	89
12016	1359	50
12616	2863	52
13708	3475	83
13527	1249	38
13578	1957	12
10281	3053	60
12966	3159	12
9129	1590	17
13753	3104	12
14807	1611	43
14911	2799	74
14192	2361	83
12369	3831	46
11173	2473	39
9874	1632	85
11157	2554	80
12295	1879	78
10117	2663	25
13746	2237	88
10416	3513	88
10919	3529	60
10996	3407	47
12318	3737	83
