12345	2889	71
9596	2081	56
9332	2003	10
10438	3198	71
9973	1190	48
11941	3952	65
14560	3986	44
14674	3104	51
9563	2668	29
8200	1551	89
14181	2675	78
14471	1703	42
8200	1402	60
10724	3059	24
8719	2694	65
12004	3259	95
11053	2522	2
12923	1728	88
10242	3002	89
9475	1014	77
10062	1485	16
9123	2396	18
14471	2072	79
8400	2603	81
8386	2644	31
9443	3552	14
13942	2954	77
10036	2777	65
14486	1539	31
14277	2812	55
11552	3454	14
13705	1283	51
8649	3827	11
11509	2943	39
9183	2137	93
9094	2944	67
12249	1342	78
13544	2085	35
8010	1011	55
11321	1702	28
14012	1083	72
