14082	1490	63
9604	3790	77
13510	2099	47
9075	2343	14
9730	1107	91
11868	1801	17
13524	3858	17
12174	2330	53
8455	3962	84
13479	2444	28
10907	3671	4
9284	2929	45
13976	3041	91
12865	3876	15
11203	2170	57
8573	1392	57
12959	1441	41
13862	3792	31
12201	1817	69
8724	1492	90
14513	1013	85
9431	3215	54
8753	1191	38
11453	3097	57
9463	1282	95
8165	1416	7
14689	3950	82
9968	1222	33
13995	2734	92
12954	2750	36
13168	3251	50
8061	3294	91
9798	1759	63
8241	3924	8
9389	1645	44
13859	2885	80
10275	2729	14
12666	1443	19
8602	2948	89
11854	2044	17
12184	2200	47
