12319	1919	20
10893	2575	59
10782	1609	38
12772	2852	57
13431	2946	36
10873	1758	57
8558	3325	68
10562	1078	32
9374	2527	28
12647	2057	14
14710	1580	22
10682	2168	11
12781	2483	72
14855	1431	33
10391	3637	68
12897	2615	66
13006	2825	78
8545	1034	76
9791	1752	28
14121	1650	3
10336	3201	81
9795	3170	41
10613	2178	26
9880	3183	73
13875	1302	61
10637	1073	15
12367	2490	93
12169	3847	71
10281	3642	19
11007	1381	15
13751	3426	28
13163	2936	40
11362	1255	16
9951	1979	15
10976	2339	84
8360	1716	87
9115	3638	23
8930	1751	69
8318	3215	75
8748	3792	81
9691	3832	26
8844	2341	88
11368	1305	44
9545	3690	90
14943	2035	18
13774	1511	49
14043	1823	62
9897	1810	25
14386	3066	54
