14478	2869	33
11297	2403	25
9236	1061	40
12301	1984	46
11573	1403	15
13928	1167	31
8992	2832	71
12283	3009	82
12632	2765	13
10472	2103	14
13870	2369	29
10953	2820	50
8902	1167	76
13710	1816	74
8803	2732	27
10467	1124	39
9062	2801	70
9455	2754	83
9018	1940	91
11341	3428	84
8894	3471	63
9975	3328	83
9296	1265	51
12397	3154	2
11682	1978	33
14822	2491	10
12087	1928	53
13055	1604	74
10811	2892	83
10991	1829	29
11960	2955	25
14366	3064	44
8809	3498	77
10816	1501	91
14070	2571	84
13107	3046	26
11682	1513	78
14024	3681	49
10327	2217	60
14197	3642	15
14999	3274	78
9644	1187	8
13276	2850	61
14228	3577	64
10039	1544	15
12157	3565	65
