11290	2327	82
13235	2049	22
14011	3087	87
13194	2997	58
8560	1168	89
8024	1119	94
8328	1534	23
12052	3104	2
11665	3892	38
13071	1099	3
9200	2445	8
8610	3133	16
10937	1357	15
9594	3298	79
13468	1221	47
12475	2809	8
14687	3341	45
13067	3367	24
13193	3674	71
13946	1673	38
13773	1403	64
14293	2711	19
11735	3979	34
13428	2752	88
13893	3458	40
10820	3394	60
11631	3653	35
10234	3308	25
11885	2343	67
13774	2036	79
10881	2711	86
13320	2209	61
9114	3647	49
10104	1317	59
13068	1539	20
11772	3646	93
13821	2017	10
8794	1992	33
8175	2517	36
10868	2032	13
11439	3127	62
11676	2092	3
8180	1245	41
13465	1730	88
8870	1654	75
13257	2785	57
8395	1048	55
13062	3980	2
13087	1894	24
