14488	1758	6
13189	1204	76
14403	2472	87
10853	3819	55
11163	3911	89
11142	2015	61
12455	1124	63
10973	2087	60
10782	2482	4
12982	3257	10
14477	1159	28
11209	1699	20
9568	1103	30
14369	1716	3
13985	3777	85
12720	2085	95
10519	3495	3
8472	1930	36
9819	2506	85
10983	2031	55
13388	1608	71
13723	2447	85
9971	3981	71
13155	1674	30
10254	3180	77
12413	2709	43
13121	3170	14
8182	2055	88
8565	3574	71
14424	1595	70
10130	3394	66
13125	1420	5
9973	1112	43
8027	2178	36
9815	2871	59
12968	3237	56
11937	2889	89
11175	3084	60
11092	3231	82
13724	3210	60
9002	2092	76
8042	2296	42
12293	2770	57
13368	2045	52
14955	3183	33
13350	3300	70
10196	2113	12
