12170	1079	49
10126	2650	77
13204	3003	93
13336	1614	42
8357	3149	57
9405	1586	23
13815	3691	48
12515	2932	40
11844	3776	16
13386	2865	65
12881	1559	36
14293	2219	85
11465	3622	86
13574	2321	14
13407	3605	73
8204	1584	35
10078	2461	41
8939	2035	32
11003	3853	37
8642	3264	60
12526	3922	6
10070	1194	3
8425	1456	31
12909	3118	32
10293	1103	44
10515	3618	74
12514	2560	70
13549	2417	14
9794	2689	81
8336	2410	44
11548	2210	13
9945	1449	45
8601	2430	77
13234	3906	6
8361	2787	75
8696	3420	31
14063	1209	9
12247	2341	24
14259	3562	49
14378	1118	49
9236	1038	66
13978	1583	30
9414	1148	85
14929	1820	39
14808	3692	53
12815	3223	84
10475	1470	73
