9815	3876	34
11645	2407	35
9267	3108	73
8767	3517	79
12254	2414	61
12292	2121	41
11427	2769	42
10370	2765	32
12461	2781	82
14013	3188	92
14262	3492	87
11294	1352	16
11442	3736	62
14617	2838	60
10342	2102	10
12222	3393	46
12255	1209	80
9196	3157	20
9954	3763	36
8130	3651	84
11541	1966	93
13592	1645	2
14386	1411	35
11364	1364	45
13451	2633	93
13632	1012	22
9689	1102	76
10683	1753	63
8916	3171	12
12996	1574	20
13464	2419	4
13346	2318	29
12570	2607	16
8554	3073	64
8802	1381	91
10578	2176	18
9537	2424	88
9046	3332	81
8552	1367	8
