12704	3847	59
14309	1315	46
12937	3275	72
12039	1846	79
9613	3856	63
10817	2228	15
12426	2384	78
14831	1195	60
12454	1936	16
11985	3136	35
13170	2652	90
8000	1626	20
10707	3571	68
13307	2071	30
8051	1118	35
8440	2886	68
12447	3338	70
11172	1668	22
8481	3089	85
14950	1795	76
10273	1407	6
10718	3516	70
14178	1691	71
11216	1047	53
11036	3623	11
11561	3906	4
9850	2720	66
11077	3802	89
12376	1856	32
13097	3795	50
10192	2182	57
14397	2300	22
9828	2857	20
12372	1541	39
14784	1527	73
9263	1058	34
8784	2680	70
14005	3185	67
8766	3656	20
8797	3290	53
10824	1463	30
9616	1438	60
14725	2560	43
14181	1742	34
13771	2920	38
9998	2411	73
