14603	1561	78
13708	1573	65
11435	3748	92
8782	1479	71
14388	2899	25
12012	2977	73
10213	2789	41
8816	2745	10
12642	1464	37
11930	1185	83
14434	2679	46
8093	3373	55
8539	3901	86
12123	3353	91
10885	2994	53
10747	2404	42
14108	2269	29
14565	3183	7
10856	3480	58
13093	1457	5
10081	3788	82
8646	1578	58
9842	3698	81
12785	2488	67
13979	3182	78
11266	3114	88
11748	1812	66
14658	3067	62
12019	3945	80
10903	2816	92
14744	2048	78
14058	1875	82
8690	1959	46
14658	1387	55
12116	1567	89
12192	1250	2
9709	3825	13
12817	1576	84
10445	2038	24
9507	2554	21
13375	3546	29
14142	3161	15
14146	3967	42
