11145	3506	54
8221	1996	73
9993	1968	2
12700	2717	64
8590	1332	47
14870	3511	12
9313	1645	15
14954	1680	93
11259	3057	19
10687	1521	21
14604	2432	54
10324	1250	5
8313	3889	91
11974	2076	78
13664	3550	5
11456	1213	60
10297	2621	42
11142	3581	67
13200	2368	59
12070	2698	62
12018	3703	15
13601	3184	10
8729	3257	4
11095	3810	84
9056	2860	82
10338	1553	37
14581	3916	59
11987	1166	61
13394	2484	60
14039	2768	60
11005	2390	39
10169	3982	45
12652	1027	13
14592	2168	31
12153	3659	58
11912	1894	24
13858	2226	27
9621	2924	57
8223	1013	81
11609	1088	23
11344	1724	17
10798	1038	46
11344	3523	60
10788	3009	18
9786	3996	56
10067	3929	17
