12958	3786	75
11047	2356	38
14606	3804	28
8608	2894	46
8252	2789	28
11979	1920	56
14077	3291	53
9740	1040	38
11875	1588	70
13185	2675	6
11506	2654	32
13099	3794	44
12050	1557	24
8990	3736	67
9583	1363	56
9706	2589	10
9843	1038	51
13552	3083	2
10193	2379	87
10741	3646	26
12578	1609	37
9634	2758	9
9058	1923	64
13771	3970	13
10400	3180	82
13936	1066	85
13617	1929	64
12498	2432	53
11659	3123	82
10171	2245	46
11790	1560	30
14867	2462	68
10250	3979	52
11535	1277	22
10962	2316	4
10828	2351	92
9103	2396	43
8156	2768	55
12126	1034	70
13820	3132	84
9560	3524	85
9354	1849	77
13716	2086	24
9001	2580	4
10501	1892	22
