11574	3348	17
12266	3513	2
14349	1880	12
8819	1216	16
10648	2601	10
8831	1656	95
12356	3717	4
13249	1652	36
8645	1715	59
9311	2424	38
13015	2043	15
13685	1727	83
9028	2997	63
9216	3770	73
9057	3941	28
9893	3773	5
9532	3696	34
14130	2997	44
12797	3282	55
13542	2552	58
10762	3159	78
13063	2202	70
8104	2699	29
9583	3916	54
10379	2345	94
9866	2796	24
8598	3466	31
12072	3906	56
8279	3523	66
12834	1380	47
10116	2066	15
8401	3338	21
14584	2283	56
11934	1766	35
13199	3979	89
13541	2607	22
11277	2256	17
10297	3119	67
9993	3439	72
