13250	3330	72
13453	1620	55
8475	3522	50
12564	2870	46
10641	2256	41
9152	3027	91
11812	1934	80
10497	2695	75
11385	2637	92
14728	2507	77
11572	1208	86
12559	3803	26
9910	2463	53
9782	1360	34
11251	1496	25
13797	2530	36
11849	1544	29
8778	1154	73
14205	2179	21
14832	1886	64
12254	1320	33
12930	1425	54
12073	3178	47
9159	3676	19
10791	1870	19
11438	3677	39
11702	2967	5
12160	2233	32
11575	2197	3
8944	3295	52
8330	1891	20
14239	2941	3
8066	3281	4
12860	1738	75
14182	2153	29
8763	3138	73
11982	2185	49
13686	2341	62
12377	1040	67
