9602	3346	30
12641	3579	78
14099	3223	32
12551	3883	30
13605	1880	55
9531	1234	11
11563	2400	6
8139	2559	13
8145	3208	15
8674	1434	70
10034	3805	31
9996	3349	28
8909	3623	92
14067	1469	56
13973	2512	35
12427	3506	84
14879	3919	71
14948	3609	51
12392	1627	26
9328	2927	13
12658	3325	58
12214	2078	4
14976	2546	49
10052	1266	21
8982	2927	31
11233	1500	3
13327	2165	86
9888	1340	18
14862	1894	8
13475	2973	55
8130	3821	23
13868	1603	37
14920	1754	15
10312	2908	32
10573	3069	85
11784	3557	23
9533	1496	5
