10636	3994	92
13241	1640	68
11811	2701	90
11425	3611	49
10881	2447	77
13177	2720	14
11909	1702	65
8153	3209	33
8296	1314	60
12329	3882	89
14370	2344	93
14216	3144	35
10502	2160	64
8623	1181	2
12995	3514	81
11044	3293	17
11628	3152	36
13635	1199	23
8319	2064	26
12360	3119	12
8607	3779	58
8073	2738	41
11671	2571	74
11182	2146	19
11274	2408	18
12696	1925	86
11445	2823	33
11189	1300	24
11884	1315	37
13229	3528	35
8634	3204	65
11900	1007	14
10821	3110	26
10962	3732	24
10816	1191	33
9297	2011	58
8393	2124	6
10543	1392	11
13378	2894	79
