10435	1493	17
13783	2777	88
11458	1342	75
9208	1882	18
13446	2947	92
10144	1092	31
14152	1869	78
8711	1055	81
12040	3168	76
8435	3549	11
11519	3034	29
8741	1433	24
8616	1623	90
11561	2330	34
10608	3900	22
11583	1362	77
13798	3578	67
9380	3802	41
8831	1739	15
10227	1746	83
8898	2295	26
12750	3010	59
14209	3016	49
13130	1654	79
10560	2110	81
11273	3187	6
12367	1195	58
14938	1702	95
10875	1916	71
14106	3962	86
8620	3310	92
8528	2141	3
8563	3082	29
12232	2875	44
10085	1286	62
14092	3495	55
12004	2954	50
8657	3083	19
9876	1412	20
9919	1803	36
14106	1044	66
12246	2933	44
14050	1870	95
13843	2161	5
13288	1057	43
9070	3080	15
10447	2621	46
9260	1901	33
