9664	2232	64
8612	3480	56
14224	2814	75
12375	2928	62
14532	3200	28
9426	1088	6
9317	2769	5
8285	3401	8
8276	1606	12
13920	2614	95
14639	3695	9
12787	2766	27
11191	2696	31
11201	2852	91
14460	1120	65
9863	1765	83
14106	3212	50
10609	1285	24
13042	1591	59
12142	1143	60
11339	1130	8
13545	3030	71
11983	1747	15
8064	3244	45
13073	3193	93
8564	1354	73
10763	3320	91
9684	3921	77
11321	2727	77
13877	3892	38
12664	3593	50
12857	3941	55
14215	1392	36
14526	3092	2
13052	3590	94
8377	2945	36
9850	2919	9
13951	1590	27
12744	1709	8
9859	1953	11
