10379	2262	65
10189	3562	81
13020	2147	27
14362	3779	77
14567	2270	33
14504	1935	70
11609	2771	28
8489	2779	50
12994	3148	60
14106	2638	84
11922	3140	65
8504	1639	95
11989	1887	45
8212	1544	94
10182	3066	59
8170	1327	7
9458	3197	21
8214	3613	73
11141	1810	79
9087	2798	14
9566	3535	80
10798	2046	22
8919	3598	21
10429	2078	3
9897	2456	40
10055	3275	86
14369	3067	59
11885	2992	78
12682	2589	81
14380	2870	90
9157	2243	67
10261	3420	33
9034	3736	33
10758	3679	24
13963	3585	37
9318	3279	38
10453	1465	50
14466	1736	87
11717	3007	19
