399580	54	1432.83477152364
906080	102	197.174926426809
880792	56	3331.17418109028
211202	91	5329.38614586805
934545	58	3483.46076881674
16453	19	6158.3334818754
655172	63	7812.20584200332
91230	120	5783.53415968992
858771	42	2044.11739504157
374715	64	6843.2925816827
223438	114	8637.88558609685
370356	48	407.588832922088
36191	118	9443.55335698629
847747	51	437.636476819234
187967	103	668.877219161427
172694	8	1658.88785592229
944960	42	9354.5414218933
855242	73	4485.91186566554
828805	90	4516.42511967403
129171	29	5080.72160276618
635308	63	9331.09276948082
243572	20	8047.79430099195
963837	38	937.987835909234
726353	15	1710.47585104149
113709	112	1082.87857635081
479998	37	1444.42661881653
175372	96	2958.85411438479
880055	74	1908.79511549547
308076	27	3555.44106599662
780979	82	6445.79320952566
975864	117	7540.01434023493
581563	106	8965.57015216237
980642	14	7087.20702020787
584574	21	7531.23623497376
112718	114	2429.43575593151
735544	41	6753.45287581601
390559	111	4551.77464464296
50140	8	4429.04075697485
765207	94	9062.2512503817
378923	109	9413.48546115378
208937	32	6308.05972800965
760732	88	1388.92485536119
642239	29	601.799688256252
207858	78	2007.65988221749
396315	33	6337.47450929949
519595	116	6656.95421097658
334352	117	8843.90098245065
163675	11	7572.12716521329
355050	35	9294.20714466563
132123	29	1089.25970163628
271430	44	2077.52049373347
99791	97	9129.22385201288
31497	77	2294.07390835419
388671	45	1076.01988710278
712115	19	2813.61883748957
787415	106	7841.0696489462
753293	82	8103.49847315974
285788	97	9254.44485068063
259799	94	1790.5864082233
975766	32	4565.54301025604
339466	14	110.984104830299
690475	28	2983.77960449261
861746	81	4664.84433918486
915968	51	3435.62412547675
581563	102	6171.08152889231
271286	9	9363.21556599029
253464	113	4004.38631014171
66639	62	5546.71465686835
718680	91	5541.30775893168
465216	86	338.364638359456
698825	32	3830.5293321286
992131	109	2714.11613249877
157569	82	9271.73534271854
846621	34	2231.28086269427
243086	13	2689.80823652344
2213	97	9604.08983542774
989337	35	7240.03004219384
428885	49	3248.27225904366
873301	9	5940.08059196178
559448	80	4715.9676600322
31840	87	9579.36095920362
76746	118	1717.19742827918
306020	82	9393.05526911889
196498	84	3911.22180168108
657660	61	6735.92842851576
653036	100	4236.09174519595
153005	99	9455.60512559284
776470	116	4402.43369699569
219071	62	8609.81970909509
195926	87	8504.21297489862
669778	79	212.334442796341
557854	31	5506.9116285103
22974	107	1213.70237689172
581572	63	1408.06733225848
568105	116	5898.85807027987
713870	29	8948.75514034589
589122	106	2364.66802901806
640393	22	8408.89187734988
260546	20	7567.35142416663
111580	18	4758.34661194046
531290	109	9566.97520654042
30271	82	502.078978764861
23237	67	2641.30170729072
125332	111	9427.16657702213
682377	25	3155.10732645872
527661	70	113.314395869763
980690	117	2875.37598259532
470977	51	8379.32294531694
191276	62	4893.40330669349
571585	113	982.113465379045
351448	89	7521.60050427616
945609	96	6139.94183407162
378489	112	2943.46806953823
323924	116	6800.17807837584
187745	64	9566.8657087101
883941	105	9723.06741551639
957061	86	5879.07056486191
862340	82	1758.61874900694
955655	42	4952.92447770616
610217	58	1812.88316208538
928207	26	6140.30739233843
444756	42	1946.19290267406
458292	81	4019.06252304048
295285	78	6403.9910851065
599956	38	139.605474024827
241094	41	8886.58621203461
949320	42	6388.44721530957
897094	78	2382.58040714198
620563	7	701.641005790625
810040	56	4618.91993862526
939326	9	4672.89492374887
940379	119	7634.47608818974
851800	58	1993.87043486064
110177	14	2114.56587510862
802960	101	806.379073488702
594145	7	3766.55510029129
896449	72	192.702014740883
158040	31	1447.25385445508
59276	8	5645.78677888298
302045	81	3003.933419615
634110	75	2194.64846774687
704252	71	5853.00580312172
245433	73	3218.69311575717
23177	66	8605.34594455052
400180	16	2470.10811463469
113271	113	8111.03895605124
905420	68	101.332474081466
31287	52	8664.61241048044
552991	64	8178.24483987794
846634	71	9449.76363854938
123917	84	8092.11984974897
878376	78	4889.35106177318
593810	78	2610.47092248242
146506	94	4444.92928308664
845462	111	592.445506943597
494931	109	1383.41059404584
111543	15	1172.00878219307
305824	29	1128.1819206328
860375	54	1998.61583718966
447755	61	707.469045327729
390591	103	333.112458201643
410338	7	8513.18351734112
2707	97	4715.66352141819
24270	54	3062.46869064051
168513	81	7883.98010236396
28223	77	5030.08459114008
757935	38	6147.05660219633
60822	53	4755.5943541022
439061	56	4720.61804929777
62925	74	2166.65491776851
965553	79	1529.93764752985
469364	88	9238.52822633392
357564	83	8797.44381261871
804804	14	1170.84372656925
829164	19	6696.59067373564
265258	26	5558.69758825689
829647	89	8022.2420704189
291655	65	2035.06280683682
391986	12	4256.95976259045
317819	66	5962.49859005329
714687	44	2015.44269221623
545825	57	7964.08258274388
653195	45	9444.2157561631
460078	20	9508.29141363888
616614	75	2064.7318783052
663203	5	2952.10664251452
365147	6	2619.76169721212
731017	48	8741.1383151734
420132	73	1232.01219636575
417901	90	6498.6855897115
13084	104	1587.75788647484
507535	99	7524.84180970343
678886	50	6806.3668586809
232932	80	8336.61363284877
390495	56	5901.61138842889
288690	11	9164.96423979521
512653	114	652.839544207249
236919	91	5122.95985604774
384890	58	9629.55205483807
924729	103	8667.81784974403
216279	27	6254.97672239085
332468	45	2910.28764532427
655080	42	8006.20839237525
247766	72	6208.34870422648
29165	112	3791.20571636185
358290	39	9320.98616860853
353703	68	5286.31351100575
621616	115	7958.38986651897
292110	46	1215.78429705267
982415	114	3556.05151455666
362969	73	5614.1427126779
185112	25	4539.35284602426
525025	39	1034.86652995221
822437	8	7438.19491157224
196341	67	3663.38772623026
533693	64	8192.01883435809
273234	110	1683.20637805537
243907	6	2974.13356573048
578116	59	2613.11229025624
920525	86	9887.16806861906
855191	21	3905.48722623172
9253	81	9939.71518396387
164000	97	7426.05788476116
951077	28	9978.48696330492
551891	119	5137.04506095361
793724	12	4094.10305223153
929235	20	8517.6020074252
540886	62	432.619501246428
390214	92	5646.31920701187
625335	58	7135.41527480605
844524	48	6069.26754469484
699507	18	8937.68163287904
598009	81	8885.84054619346
778338	47	7251.92256134559
987175	27	7058.07767457239
451651	25	586.574266658432
126292	68	4056.73032065701
470443	49	5598.32891542387
625586	106	6522.69160599573
70385	33	9057.87644510058
725736	96	3350.14610469814
372335	89	8316.46109931937
255919	89	8551.38278880687
549753	53	4199.6931395492
890685	11	7751.07035709129
740578	28	3053.14262139292
271811	6	5664.2776210626
653656	60	9123.65893089383
862291	43	9883.46533900288
896750	117	2626.08250925601
904104	3	4131.28722828407
927626	113	5896.08800383103
461873	8	4854.28895477871
16320	93	4684.02507025005
249657	22	1417.97482521179
433657	42	3330.25511756086
989103	4	6612.93337247937
248301	5	2409.18601956646
466687	111	3151.27620243061
322526	87	3918.38099682628
179794	43	7660.28877718388
737068	46	4255.57095373774
785976	65	1441.05303270791
690518	89	1782.48617345583
685197	57	2672.62572561047
461298	40	3265.19556546826
287222	41	196.484585756662
708475	34	9574.24578502506
142565	108	9861.51406204399
553643	78	196.625528715842
173183	118	3363.36068383575
256845	6	4257.21920680125
758146	73	7953.35167551104
935054	118	8030.44832704144
346013	73	2839.98362568206
617881	65	5665.40064689023
311865	31	6109.09757409668
628999	78	3990.30988276485
533931	24	914.600718400721
35083	3	4838.93235891076
758222	101	8945.93312789031
51255	110	7588.61370658903
107957	88	4324.30443648449
297031	50	7214.66226420117
634223	10	3533.01650319855
456395	58	6731.40386586608
675119	15	3674.74572429189
364727	26	4021.01900382946
278205	37	3454.48621472087
176789	87	8528.83527606206
207206	108	5997.74005552649
275851	35	1542.32656729516
391704	10	6882.10565321245
549414	79	8107.74960932683
315985	18	8456.83001547904
986046	57	5777.52283391427
121576	22	7115.77740228538
403733	17	8929.44920502112
639838	4	6360.7637877859
938822	88	6251.43938742179
259949	109	148.934161778974
914101	62	5118.82295683903
73507	27	7874.93325442771
311463	38	4119.23355572821
603984	21	4671.38022834965
337050	37	764.387139614852
66425	63	8284.49441743292
129053	108	5558.15139452841
875250	112	7685.91246809154
481968	26	2770.40350324027
13973	51	3487.87503148796
408958	15	7465.24702085426
222264	69	6348.36574473808
154221	93	2576.81217364818
333181	102	8674.33909279031
403848	53	9668.88859256585
945348	69	7242.926271792
206915	114	2163.80690464927
842591	79	230.317267044595
50189	54	5813.36639454279
897569	52	247.191891375553
963098	84	8921.91998447381
237379	111	665.649813025095
867881	91	7309.3901547647
843745	28	7515.57954350281
920331	118	549.153977841676
764229	102	5025.52299598489
406967	35	6353.04216232758
254063	114	4698.87593937985
71291	34	4560.07831616331
450018	44	1363.21576333755
